|name|alt_name_1|alt_name_2|ra|dec|vmag|spect_type|alt_name_3|alt_name_4|alt_name_5|lii|bii|ref_coords|ref_chart|open_cluster|ob_association|ref_oc_ob|other_correlations|ref_other|ref_spect_type|vmag_flag|bv_color|bv_color_flag|ref_mag|v_inf|ref_v_inf|period|binary_status|ref_binary_status|bv_color_0|e_bv|reddening|vmag_0|abs_vmag_wr|delta_m|abs_vmag_sys|true_dm|distance|z_distance|gc_distance|note_flag|class|
|WR 50   |              |V864 Cen  |13 18 01.07|-62 26 04.5|12.49|WC7+OB          |Th2-84         |LSS 3013   |GSC 8994-2101 |306.00157|  0.27864|GSC       |VI,Tu85  |                |Anon. Cen OB? |Tu85,HH88             |near RCW 75                                                |VI,MC94                                                        |SS90,t.w.     |         | 0.68   |             |HH88   |2100  |TC86u    |1.06                                  |SB2                |CM89,GH90,SS90,GV91,t.w.                           |-0.24     | 0.92| 3.77    | 8.72 |-4.52      | 0.73  |-4.97       |  13.69|    5.47|        27| 6.5       |Y        |   WOLF RAYET STAR WC7|
|WR 51   |Th17-85       |          |13 18 22.80|-62 28 21.0|14.64|WN4+OB?         |               |LSS 3017   |              |306.03929|  0.23659|VIp       |VI,Tu85  |                |Anon. Cen OB? |Tu85,HH88             |near RCW 75                                                |VI,MC94                                                        |SS96*,t.w.    |         | 1.04   |             |TM88   |1300  |HK95     |                                      |d.e.l.             |CM89,t.w.                                          |-0.22     | 1.26| 5.16    | 9.48 |-3.52      |-1.22  |-5.05       |  14.53|    8.05|        34| 7.3       |Y        |   WOLF RAYET STAR WN4|
|WR 52   |              |          |13 18 28.00|-58 08 13.6|9.86 |WC4             |HD 115473      |LSS 3020   |HIP 64929     |306.50424|  4.54704|Hip       |VI       |                |              |                      |Anon(WR 52) (r:), HI bubble, IRAS shell                    |HB82,CT83,NC91,MC94,Ma96,Ma97                                  |SS90          |         | 0.29   |             |TM88   |3225  |PB90     |                                      |                   |NG99a                                              |-0.27     | 0.56| 2.30    | 7.56 |-3.34      |       |            |   10.9|    1.51|       120| 7.2       |Y        |   WOLF RAYET STAR WC4|
|WR 53   |              |          |13 30 53.26|-62 04 51.8|10.88|WC8d            |HD 117297      |LSS 3101   |HIP 65925     |307.53203|  0.43783|Hip       |VI       |                |              |                      |RCW 78, BBW 27500, diff. HII                               |VI,EV90,MC94                                                   |WH00          |         | 0.42   |             |TM88   |1400  |TC86u    |                                      |                   |                                                   |-0.36     | 0.78| 3.20    | 7.68 |-3.74      |       |            |  11.42|    1.92|        15| 7.0       |         |   WOLF RAYET STAR WC8|
|WR 54   |Th17-89       |          |13 32 43.79|-65 01 27.9|12.99|WN5             |               |LSS 3111   |GSC 8999-3295 |307.27536| -2.50147|GSC       |VI       |                |              |                      |Anon(WR 54) (r:), HI bubble, IRAS shell                    |NC91,MC94,Ma96,Ma97                                            |SS96*         |         | 0.46   |             |VI     |1300  |HK95     |                                      |                   |                                                   |-0.20     | 0.66| 2.71    |10.28 |-4.05      |       |            |  14.33|    7.35|      -321| 6.9       |         |   WOLF RAYET STAR WN5|
|WR 55   |              |V972 Cen  |13 33 30.13|-62 19 01.2|10.87|WN7             |HD 117688      |LSS 3114   |HIP 66142     |307.79594|  0.15684|Hip       |VI       |                |              |                      |RCW 78 (r)                                                 |VI,MC94,Sm95,Ma97                                              |SS96*         |         | 0.40   |             |VI     |1100  |HK95     |8.84                                  |                   |MMH98                                              |-0.18     | 0.58| 2.38    | 8.49 |-5.41      |       |            |   13.9|    6.03|        17| 6.4       |Y        |   WOLF RAYET STAR WN7|
|WR 56   |LS 8          |          |13 33 45.37|-64 07 31.5|13.87|WC7             |               |LSS 3117   |GSC 8999-1206 |307.52947| -1.63207|CSG       |VI       |                |              |                      |v. diff. neb.                                              |MY94                                                           |HH88          |         | 0.44   |             |TM88   |1600  |TC86u    |                                      |                   |                                                   |-0.33     | 0.77| 3.16    |10.71 |-4.52      |       |            |  15.23|   11.12|      -316| 8.9       |         |   WOLF RAYET STAR WC7|
|WR 56a  |SMSNPL 10     |          |13 41 14.27|-60 53 52.5|15.91|WN5             |               |           |              |308.95248|  1.39037|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.32   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.52| 6.23    | 9.68 |-4.05      |       |            |  13.73|    5.57|       135| 6.3       |         |   WOLF RAYET STAR WN5|
|WR 57   |              |          |13 43 16.37|-67 24 04.9|10.02|WC8             |HD 119078      |LSS 3149   |HIP 66948     |307.89456| -5.03041|Hip       |VI       |                |              |                      |v. faint neb., HI bubble, IRAS shell                       |NC91,MY94,Ma96,Ma97                                            |SS90          |         | 0.10   |             |TM88   |1770  |PB90     |                                      |                   |                                                   |-0.36     | 0.46| 1.89    | 8.13 |-3.74      |       |            |  11.87|    2.37|      -208| 6.8       |         |   WOLF RAYET STAR WC8|
|WR 58   |              |          |13 49 04.52|-65 41 56.0|13.05|WN4/WCE         |               |LSS 3162   |GSC 9016-1189 |308.82077| -3.48828|GSC       |VI       |                |              |LS84                  |IRAS shell                                                 |MY94,Ma96                                                      |SS96*         |         | 0.57   |             |TM88   |1600  |HK95     |                                      |                   |                                                   |          |     |         |      |           |       |            |       |        |          |           |         |   WOLF RAYET STAR WN4|
|WR 59   |              |          |13 49 32.66|-61 31 42.2|13.90|WC9d            |               |LSS 3164   |GSC 9004-3553 |309.79990|  0.56611|GSC       |VI       |                |              |                      |                                                           |MY94                                                           |HH88          |         | 1.24   |             |VI     |1400  |TC86o    |                                      |                   |                                                   |-0.45     | 1.69| 6.93    | 6.97 |-4.62      |       |            |  11.59|    2.08|        21| 6.9       |         |WOLF RAYET STAR WC9-11|
|WR 6    |HR 2583       |EZ CMa    |06 54 13.05|-23 55 42.1|6.94 |WN4             |HD 50896       |LSS   98   |HIP 33165     |234.75679|-10.08322|Hip       |VI       |Cr 121?         |              |VI,LS84,HS97,ZH99     |S 308 (r), HI bubble, RCW 11, IRAS shell                   |VI,CT83,EVS92,MC92,MC93,MC94,Sm95,AC96,Ma96,Ma97,GC00          |SS96*         |         |-0.07   |             |VI     |1800  |EW94,Sc97|3.7650 +- 0.0001                      |SB1?               |FK80,DH96,MM98,MMH98,GK99,NG99a                    |-0.20     | 0.13| 0.53    | 6.41 |-3.52      |       |            |   9.93|    0.97|      -170| 8.6       |Y        |   WOLF RAYET STAR WN4|
|WR 60   |              |          |13 55 48.10|-61 09 50.0|13.25|WC8             |HD 121194      |LSS 3173   |              |310.61470|  0.74411|VIp       |VI       |                |              |                      |Anon(WR 60) (r)                                            |VI,MY94,Ma97                                                   |VI            |         | 1.04   |             |SS90   |1880  |EW94     |                                      |                   |                                                   |-0.36     | 1.40| 5.74    | 7.51 |-3.74      |       |            |  11.25|    1.78|        23| 7.0       |         |   WOLF RAYET STAR WC8|
|WR 61   |              |CF Cir    |14 13 03.53|-65 26 52.7|12.41|WN5             |               |LSS 3208   |HIP 69445     |311.28145| -3.90795|Hip       |VI       |                |              |                      |HI bubble, IRAS shell                                      |NC91,MY94,Ma96                                                 |SS96*         |         | 0.36   |             |TM88   |1400  |HK95     |                                      |                   |                                                   |-0.20     | 0.56| 2.30    |10.11 |-4.05      |       |            |  14.16|    6.79|      -463| 6.2       |         |   WOLF RAYET STAR WN5|
|WR 62   |NS 2          |          |14 31 06.10|-61 20 58.3|14.22|WN6             |Wra 16-154     |           |              |314.58646| -0.75354|L2        |VI       |                |              |LS84                  |                                                           |MC94                                                           |SS96*         |         | 1.60   |             |HH88   |1800  |HK95     |                                      |                   |                                                   |-0.19     | 1.79| 7.34    | 6.88 |-4.09      |       |            |  10.97|    1.56|       -20| 7.0       |         |   WOLF RAYET STAR WN6|
|WR 62a  |SMSNPL 11     |          |14 32 38.18|-61 29 55.4|13.80|WN4             |               |           |              |314.70005| -0.96099|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.24   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.44| 5.90    | 7.90 |-3.52      |       |            |  11.42|    1.92|       -32| 6.8       |         |   WOLF RAYET STAR WN4|
|WR 62b  |SMSNPL 12     |          |14 46 41.01|-61 06 56.5|17.26|WN5             |               |           |              |316.39690| -1.29345|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.77   |             |SM99   |      |         |                                      |                   |                                                   |-0.20     | 1.97| 8.08    | 9.18 |-4.05      |       |            |  13.23|    4.43|      -100| 5.7       |         |   WOLF RAYET STAR WN5|
|WR 63   |              |          |14 50 58.31|-59 51 26.7|12.83|WN7+OB          |               |LSS 3289   |GSC 8692-0361 |317.42113| -0.39164|GSC       |VI       |                |              |                      |diff. H-alpha                                              |MC94                                                           |SS96*,t.w.    |         | 1.27   |             |TM88   |1350  |EW94     |                                      |a, d.e.l.          |CM89,SS96,t.w.                                     |-0.20     | 1.47| 6.03    | 6.80 |-5.41      | 0.05  |-6.14       |  12.94|    3.87|       -26| 5.8       |Y        |   WOLF RAYET STAR WN7|
|WR 64   |BS 3          |          |14 56 55.30|-55 50 58.0|15.57|WC7             |               |           |              |319.94502|  2.82123|VIp       |VI       |                |              |                      |                                                           |MC94                                                           |VI            |         | 0.16   |             |HH88   |1900  |TC86o    |                                      |                   |                                                   |-0.33     | 0.49| 2.01    |13.56 |-4.52      |       |            |  18.08|    41.3|      2032|35.6       |         |   WOLF RAYET STAR WC7|
|WR 65   |Wra 1297      |          |15 13 41.68|-59 11 43.3|14.50|WC9d+OB?        |               |LSS 3319   |              |320.26446| -1.19740|L2        |VI       |                |Cir OB1       |LS84,LG87             |G 320.5-1.4, Anon(WR 65) (r:)                              |LG87,MC94,Ma97                                                 |VI,t.w.       |         | 1.41   |             |TM88   |1200  |TC86o    |                                      |d.e.l.             |CM89,SS90,t.w.                                     |-0.45     | 1.86| 7.62    | 6.88 |-4.73      |-0.37  |-5.69       |  12.57|    3.27|       -68| 5.9       |Y        |WOLF RAYET STAR WC9-11|
|WR 66   |              |CC Cir    |15 14 57.72|-59 50 30.2|11.66|WN8(h)+cc?      |HD 134877      |LSS 3322   |HIP 74634     |320.06570| -1.83311|Hip       |VI       |                |Cir OB1       |LS84,LG87             |G 320.5-1.4, IRAS shell                                    |VI,LG87,VW95,Ma96,Ma97                                         |SS96          |         | 0.73   |             |TM88   |1500  |HK95     |3.515, 0.146, long term               |no d.e.l., SB1?, VB|CM89,AB95,RG96,Hip97,MMH98,t.w.                    |-0.24     | 0.97| 3.99    | 7.67 |-4.90      |       |            |  12.57|    3.27|      -104| 5.9       |         |   WOLF RAYET STAR WN8|
|WR 67   |              |          |15 15 32.61|-59 02 30.8|12.12|WN6+OB?         |               |LSS 3329   |GSC 8706-0600 |320.54697| -1.18989|GSC       |VI       |Pi 20:          |Cir OB1       |VI,LS84,LG87,VW95,Tu96|G 320.5-1.4                                                |VI,LG87,VW95                                                   |SS96*,t.w.    |         | 0.87   |             |TM88   |1500  |HK95     |                                      |d.e.l.             |CM89,t.w.                                          |-0.13     | 1.00| 4.08    | 8.04 |-3.41      |-0.64  |-4.53       |  12.57|    3.27|       -68| 5.9       |Y        |   WOLF RAYET STAR WN6|
|WR 68   |BS 4          |          |15 18 21.00|-59 38 10.0|14.09|WC7             |               |LSS 3333   |              |320.53704| -1.88343|VIp       |VI       |                |Cir OB1       |LS84                  |G 320.5-1.4, Anon(WR 68) (r:)                              |LG87,MC94,Ma96,Ma97                                            |VI            |         | 0.97   |             |SS90   |2050  |KH95     |                                      |                   |                                                   |-0.34     | 1.31| 5.38    | 8.71 |-3.86      |       |            |  12.57|    3.27|      -107| 5.9       |         |   WOLF RAYET STAR WC7|
|WR 68a  |SMSNPL 13     |          |15 23 16.56|-57 44 19.3|14.41|WN6             |               |           |              |322.10066| -0.63210|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.46   |             |SM99   |      |         |                                      |                   |                                                   |-0.19     | 1.65| 6.77    | 7.65 |-4.09      |       |            |  11.74|    2.23|       -25| 6.4       |         |   WOLF RAYET STAR WN6|
|WR 69   |              |          |15 24 11.31|-62 40 37.5|9.43 |WC9d+OB         |HD 136488      |LSS 3348   |HIP 75377     |319.47773| -4.82010|Hip       |VI       |                |              |                      |IRAS shell                                                 |MY94,Ma96                                                      |WH00          |         | 0.14   |             |VI     |1340  |EW94     |2.293 +- 0.005                        |SB2                |MMH98,NG99a,WH00                                   |-0.45     | 0.59| 2.42    | 7.01 |-4.62      | 0.58  |-5.12       |  12.13|    2.67|      -224| 6.2       |Y        |WOLF RAYET STAR WC9-11|
|WR 7    |              |          |07 18 29.13|-13 13 01.5|11.68|WN4             |HD 56925       |LSS  299   |HIP 35378     |227.75027| -0.12846|Hip       |VI       |                |              |                      |NGC 2359 (r), HI bubble, S 29, IRAS shell                  |VI,CT83,EV90,MC93,Sm95,Ma96,Ma97,CG99,GC00                     |SS96*         |         | 0.38   |             |TM88   |1600  |HK95     |long term                             |                   |MMH98                                              |-0.20     | 0.58| 2.38    | 9.30 |-3.52      |       |            |  12.82|    3.67|        -8|10.8       |Y        |   WOLF RAYET STAR WN4|
|WR 70   |              |          |15 29 44.70|-58 34 51.2|10.10|WC9vd+B0I       |HD 137603      |LSS 3362   |HIP 75863     |322.33961| -1.80683|Hip       |VI       |                |              |                      |IRAS shell                                                 |MY94,Ma96                                                      |Ni95          |         | 0.96   |             |TM88   |1150  |EW94     |>4000                                 |SB2                |Go87,SM89,Ni95,Wi97,NG99a,Wi01                     |-0.45     | 1.41| 5.78    | 4.32 |-4.62      |-2.35  |-7.09       |  11.41|    1.91|       -60| 6.6       |Y        |WOLF RAYET STAR WC9-11|
|WR 70a  |SMSNPL 14     |          |15 59 25.40|-54 12 44.9|16.90|WN6             |               |           |              |328.25386| -0.85494|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99*         |         | 1.23   |             |SM99   |      |         |                                      |                   |                                                   |-0.19     | 1.42| 5.82    |11.08 |-4.09      |       |            |  15.17|   10.81|      -160| 5.8       |         |   WOLF RAYET STAR WN6|
|WR 71   |              |LT TrA    |16 03 49.35|-62 41 35.8|10.23|WN6+OB?         |HD 143414      |           |HIP 78689     |323.08146| -7.61314|Hip       |VI       |                |              |                      |Anon(WR 71) (r:)                                           |MY94,Ma97                                                      |SS96*,t.w.    |         |-0.05   |             |TM88   |1590  |PB90     |7.690, long term                      |d.e.l., SB2?       |LM87,CM89,SS96,MMH98,t.w.                          |-0.19     | 0.14| 0.57    | 9.66 |-4.09      |-0.46  |-5.10       |  14.76|    8.95|     -1185| 5.5       |Y        |   WOLF RAYET STAR WN6|
|WR 73   |NS 3          |          |16 12 37.50|-46 37 35.0|15.23|WC9d            |Wra 16-206     |           |              |334.88903|  3.38196|VIp       |VI       |                |              |                      |IRAS shell                                                 |MY94,Ma96                                                      |HH88          |         | 1.23   |             |SS90   |1900  |TC86o    |                                      |                   |                                                   |-0.45     | 1.68| 6.89    | 8.34 |-4.62      |       |            |  12.96|    3.91|       231| 4.8       |         |WOLF RAYET STAR WC9-11|
|WR 74   |BP 1          |          |16 16 13.70|-51 36 41.0|13.98|WN7             |               |           |              |331.87733| -0.63492|VIp       |VI       |                |Nor OB4?      |LS84,LT84             |near diff. HII                                             |LT84,MC94                                                      |SS96*         |         | 1.58   |             |TM88   |1300  |HK95     |                                      |                   |                                                   |-0.22     | 1.80| 7.36    | 6.62 |-5.41      |       |            |  12.03|    2.55|       -28| 5.9       |         |   WOLF RAYET STAR WN7|
|WR 75   |              |          |16 24 26.23|-51 32 06.1|11.23|WN6             |HD 147419      |LSS 3595   |TYC 8324 3694 |332.83758| -1.47801|Tyc       |VI       |                |Nor OB4?      |LS84,LT84             |RCW 104 (2r)                                               |CH87,CT83,LT84,EVS92,MC94,Ma95,Sm95,Ma97,GC00                  |SS96*         |         | 0.71   |             |TM88   |2300  |HK95     |                                      |                   |                                                   |-0.18     | 0.89| 3.63    | 7.60 |-4.09      |       |            |  11.69|    2.18|       -56| 6.1       |Y        |   WOLF RAYET STAR WN6|
|WR 75a  |SMSNPL 15     |          |16 26 37.27|-50 19 22.8|14.51|WC9             |               |           |              |333.94568| -0.87796|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99          |         | 1.53   |             |SM99   |      |         |                                      |                   |                                                   |-0.45     | 1.98| 8.12    | 6.39 |-4.62      |       |            |  11.01|    1.59|       -24| 6.6       |         |WOLF RAYET STAR WC9-11|
|WR 75b  |SMSNPL 16     |          |16 28 17.19|-48 17 43.0|16.09|WC9             |SPH 149        |           |              |335.59417|  0.33362|SM99      |SM99     |                |              |                      |                                                           |                                                               |SM99          |         | 1.71   |             |SM99   |      |         |                                      |                   |                                                   |-0.45     | 2.16| 8.86    | 7.23 |-4.62      |       |            |  11.85|    2.34|        13| 6.0       |         |WOLF RAYET STAR WC9-11|
|WR 76   |              |          |16 40 05.30|-45 41 10.0|15.46|WC9d            |SPH 152        |LSS 3693   |              |338.87618|  0.62300|VIp       |VI       |                |              |                      |G 338.9+0.6, diff H-alpha                                  |CH87,VI,MC94,GR96                                              |HH88          |         | 1.12   |             |HH88   |1000  |TC86o    |                                      |                   |                                                   |-0.45     | 1.57| 6.44    | 9.02 |-4.62      |       |            |  13.64|    5.35|        58| 3.6       |         |WOLF RAYET STAR WC9-11|
|WR 77   |He3-1239      |          |16 41 19.12|-48 01 59.6|13.00|WC8+OB          |               |LSS 3703   |GSC 8330-4677 |337.25719| -1.08938|GSC       |VI       |                |Ara OB1b?     |Fi87,KG92             |Anon(WR 77)(r:), RCW 108, IRAS shell                       |VI,MY94,GR96,Ma96,Ma97                                         |CV90,t.w.     |         | 0.61   |             |TM88   |1900  |TC86o    |                                      |a, d.e.l.          |CM89,CV90,SS90,t.w.                                |-0.35     | 0.96| 3.94    | 9.06 |-3.74      |-0.53  |-4.79       |  13.85|    5.89|      -112| 3.4       |Y        |   WOLF RAYET STAR WC8|
|WR 78   |HR 6249       |V919 Sco  |16 52 19.25|-41 51 16.2|6.61 |WN7h            |HD 151932      |LSS 3785   |HIP 82543     |343.22394|  1.43167|Hip       |VI       |NGC 6231-305:   |Sco OB1       |VI,LS84,PH91,RC97,BV99|RCW 113, IC 4678                                           |VI,MY94,GR96                                                   |SS96          |         | 0.20   |             |VI     |1385  |CS95b    |2.243, 13.28, 22.7                    |eclipse?           |BE89,MMH98,NG99a                                   |-0.20     | 0.41| 1.67    | 4.94 |-6.56      |       |            |   11.5|    1.99|        50| 6.1       |         |   WOLF RAYET STAR WN7|
|WR 79   |HR 6265       |          |16 54 19.70|-41 49 11.5|6.95 |WC7+O5-8        |HD 152270      |LSS 3810   |HIP 82706     |343.48733|  1.16395|Hip       |VI       |NGC 6231-220    |Sco OB1       |VI,LS84,PH91,RC97,BV99|RCW 113, IC 4678                                           |VI,MY94,GR96                                                   |VI            |         | 0.01   |             |VI     |2270  |PB90     |8.8908 +- 0.0005                      |SB2, VB            |SD87,SM89,LM96,MMH98,HM99,NG99a                    |-0.37     | 0.38| 1.54    | 5.41 |-5.42      | 0.17  |-6.09       |   11.5|    1.99|        40| 6.1       |Y        |   WOLF RAYET STAR WC7|
|WR 79a  |HR 6272       |          |16 54 58.51|-41 09 03.1|5.29 |WN9ha           |HD 152408      |LSS 3828   |HIP 82775     |344.08363|  1.49084|Hip       |LSS      |NGC 6231-327    |Sco OB1       |PH91,RC97,BC99,BV99   |RCW 113-116                                                |Lo82                                                           |BC99          |         | 0.15   |             |Cr98   |935   |BC99     |                                      |VB                 |MG98,MMH98                                         |-0.20     | 0.35| 1.42    | 3.87 |-7.63      |       |            |   11.5|    1.99|        52| 6.1       |         |WOLF RAYET STAR WN9-11|
|WR 79b  |              |          |16 55 06.45|-44 59 21.4|8.32 |WN9ha           |HD 152386      |LSS 3825   |TYC 7880 313 1|341.11334| -0.94082|Tyc       |LSS      |KQ Sco group    |              |Tu79                  |RCW 111, HI bubble                                         |Lo82,BC99                                                      |BC99          |         | 0.55   |             |Cr98   |1650  |BC99     |                                      |VB                 |MG98                                               |-0.15     | 0.70| 2.88    | 4.93 |-7.38      |       |            |  12.31|     2.9|       -48| 5.3       |Y        |WOLF RAYET STAR WN9-11|
|WR 7a   |PMLC 1        |          |07 20 22.38|-23 43 57.6|     |WN4/WC          |SPH 2          |           |GSC 6537-0281 |237.26913| -4.64209|GSC       |SP90     |                |              |                      |                                                           |                                                               |PM98          |         |        |             |       |      |         |                                      |                   |                                                   |          |     |         |      |           |       |            |       |        |          |           |         |   WOLF RAYET STAR WN4|
|WR 8    |              |          |07 44 58.22|-31 54 29.6|10.48|WN7/WCE+?       |HD 62910       |LSS  731   |HIP 37791     |247.07323| -3.79256|Hip       |VI       |                |Anon.Pup a:   |VI,LS84               |in diff. HII, L 247.26-3.88, IRAS shell                    |VI,MC94,Ma96                                                   |SS96*         |         | 0.47   |             |TM88   |1590  |CS95d    |38.4, 115 +- 13                       |SB1                |Ni91,MMH98                                         |-0.17     | 0.64| 2.64    | 7.84 |           |       |-4.86       |   12.7|    3.47|      -229| 9.9       |         |   WOLF RAYET STAR WN7|
|WR 80   |              |          |16 59 02.20|-45 43 06.0|14.63|WC9d            |               |LSS 3871   |              |340.97388| -1.93508|VIp       |VI       |                |              |                      |v. diff. neb.                                              |MY94                                                           |VI            |         | 1.60   |             |SS90   |1200  |TC86o    |                                      |                   |                                                   |-0.45     | 2.05| 8.41    | 6.23 |-4.62      |       |            |  10.85|     1.5|       -50| 6.6       |         |WOLF RAYET STAR WC9-11|
|WR 81   |He3-1316      |          |17 02 40.39|-45 59 15.5|12.71|WC9             |               |LSS 3891   |GSC 8327-0141 |341.15058| -2.60013|GSC       |VI       |                |              |                      |                                                           |Ma97                                                           |WH00          |         | 1.10   |             |TM88   |910   |EW94     |                                      |                   |                                                   |-0.45     | 1.55| 6.36    | 6.36 |-4.62      |       |            |  10.98|    1.57|       -71| 6.5       |         |WOLF RAYET STAR WC9-11|
|WR 82   |LS 11         |          |17 04 04.61|-45 12 15.0|12.41|WN7(h)          |               |LSS 3896   |GSC 8328-1231 |341.92245| -2.31830|GSC       |VI       |                |              |                      |IRAS shell                                                 |Ma96,Ma97                                                      |SS96          |         | 0.85   |             |TM88   |1100  |HK95     |2.02, 13.9                            |                   |AB95                                               |-0.18     | 1.03| 4.22    | 8.19 |-5.41      |       |            |   13.6|    5.25|      -213| 3.4       |         |   WOLF RAYET STAR WN7|
|WR 83   |He3-1344      |          |17 10 54.50|-46 36 18.0|12.79|WN5             |               |LSS 3948   |              |341.51034| -4.10857|VIp       |VI       |                |              |                      |v. diff. neb.                                              |MY94                                                           |SS96*         |         | 0.79   |             |TM88   |      |         |                                      |                   |                                                   |-0.20     | 0.99| 4.06    | 8.73 |-4.05      |       |            |  12.78|     3.6|      -258| 4.7       |         |   WOLF RAYET STAR WN5|
|WR 84   |The 3         |          |17 11 21.70|-39 53 22.2|13.55|WN7             |Th31-1         |LSS 3951   |GSC 7874-0307 |346.98232| -0.20777|GSC       |VI       |                |              |                      |v. diff. neb.                                              |MY94                                                           |SS96*         |         | 1.06   |             |TM88   |1100  |HK95     |                                      |                   |                                                   |-0.18     | 1.24| 5.08    | 8.47 |-5.41      |       |            |  13.88|    5.97|       -22| 2.6       |         |   WOLF RAYET STAR WN7|
|WR 85   |              |          |17 14 27.13|-39 45 47.0|10.60|WN6h+OB?        |HD 155603-B    |LSS 3982   |TYC 7874 1219 |347.43340| -0.61349|Tyc       |VI       |HD 155603 group?|              |An77,MF77,LS79,VI     |RCW 118 (2r), IRAS shell                                   |HB82,CT83,MC94,MY94,Ma95,Ma96,Ma97                             |SS96,t.w.     |         | 0.57   |             |TM88   |      |         |                                      |d.e.l., VB         |HH88,CM89,Hip97,t.w.                               |-0.17     | 0.74| 3.02    | 7.58 |-4.09      |-1.41  |-5.76       |  13.34|    4.66|       -50| 3.6       |Y        |   WOLF RAYET STAR WN6|
|WR 86   |              |V1035 Sco |17 18 23.06|-34 24 30.6|9.63 |WC7 (+B0III-I)  |HD 156327      |LSS 4057   |HIP 84655     |352.25090|  1.85289|Hip       |VI       |                |              |                      |S 10, RCW 130, diff. H-alpha, IRAS shell                   |VI,MC94,Ma96                                                   |NS98          |         | 0.43   |             |TM88   |1855  |EW94     |0.1385 +- 0.0002                      |SB1?, VB           |JB63,HH88,ML88,CM89,SS90,GV91,NS98,NG99a,t.w.      |-0.34     | 0.77| 3.16    | 6.47 |-4.52      |-0.90  |-5.81       |  12.28|    2.86|        92| 5.2       |Y        |   WOLF RAYET STAR WC7|
|WR 87   |              |          |17 18 52.89|-38 50 04.5|12.59|WN7h+OB         |               |LSS 4064   |GSC 7870-1223 |348.68672| -0.77392|GSC       |VI       |HM 1            |Anon. Sco OB  |VI,LS84               |Anon(WR 87/89) (r:), RCW 123, IRAS shell                   |VI,MY94,Ma96,Ma97                                              |SS96,t.w.     |         | 1.58   |             |TM88   |1400  |CS95b    |                                      |a, d.e.l.          |CM89,t.w.                                          |-0.17     | 1.76| 7.21    | 5.38 |-5.41      |-1.20  |-6.92       |   12.3|    2.88|       -39| 5.2       |Y        |   WOLF RAYET STAR WN7|
|WR 88   |The 1         |          |17 18 49.50|-33 57 39.8|13.25|WC9             |CD-33 11955    |LSS 4068   |              |352.66971|  2.03540|L2        |VI       |                |Anon. Sco OB? |Th61,VI               |RCW 130, S 5, diff.HII, dusty                              |VI,MC94                                                        |WH00          |         | 1.00   |             |TM88   |1125  |EW94     |                                      |                   |                                                   |-0.47     | 1.47| 6.03    | 7.22 |-4.62      |       |            |  11.84|    2.33|        83| 5.7       |         |WOLF RAYET STAR WC9-11|
|WR 89   |AS 223        |          |17 19 00.52|-38 48 51.2|11.53|WN8h+OB         |CD-38 11746    |LSS 4065   |HIP 84716     |348.71761| -0.78249|Hip       |VI       |HM 2            |Anon. Sco OB  |LS84                  |Anon(WR 87/89) (r:), RCW 123, IRAS shell                   |VI,MY94,Ma96,Ma97                                              |SS96,t.w.     |         | 1.22   |             |TM88   |1600  |CS95b    |                                      |a, d.e.l., VB      |CM89,Hip97,t.w.                                    |-0.30     | 1.52| 6.25    | 5.28 |-6.06      |-0.37  |-7.02       |   12.3|    2.88|       -39| 5.2       |Y        |   WOLF RAYET STAR WN8|
|WR 9    |IC 2206       |          |07 45 50.40|-34 19 48.5|10.93|WC5+O7          |HD 63099       |LSS  753   |HIP 37876     |249.27192| -4.83760|Hip       |VI       |HD 63077 group? |Anon.Pup b?   |VI,LS84               |near diff. neb., Anon.                                     |VI,MC94                                                        |HH88          |         | 0.74   |             |TM88   |      |         |14.305                                |SB2                |NM84,SM89,Ni95,LM96                                |-0.38     | 1.12| 4.59    | 6.34 |-3.34      |-0.71  |-4.50       |  10.84|    1.47|      -124| 8.6       |Y        |   WOLF RAYET STAR WC5|
|WR 90   |              |          |17 19 29.90|-45 38 23.8|7.45 |WC7             |HD 156385      |LSS 4066   |HIP 84757     |343.16413| -4.76272|Hip       |VI       |                |              |                      |RCW 114, diff. H-alpha, HI bubble, IRAS shell              |VI,CN88,MC94,Ma96                                              |VI            |         |-0.12   |             |VI     |2045  |PB90     |                                      |                   |NG99a                                              |-0.33     | 0.21| 0.86    | 6.56 |-4.52      |       |            |  11.08|    1.64|      -136| 6.5       |         |   WOLF RAYET STAR WC7|
|WR 91   |StSa 1        |          |17 20 22.00|-38 56 47.0|15.76|WN7             |               |           |              |348.76065| -1.07484|VIp       |VI       |                |              |                      |RCW 122 (r:, bow shock)                                    |VI,HB82,MY94,Ma97                                              |SS96*         |         | 1.50   |             |TM88   |1700  |HK95     |                                      |                   |                                                   |-0.18     | 1.68| 6.89    | 8.87 |-5.41      |       |            |  14.28|    7.18|      -134| 1.7       |         |   WOLF RAYET STAR WN7|
