objid,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,class
1237650795682726190,19.36548,18.94647,19.04925,19.21883,19.35806,STAR
1237648722289295504,20.36442,18.21354,17.38881,17.11562,17.32,STAR
1237648721752424633,19.31302,18.13527,17.67289,17.49996,17.44187,STAR
1237648721752424612,24.85999,20.76403,19.18368,17.93489,17.28289,STAR
1237651752921595910,18.32052,17.01957,16.47373,16.26664,16.14915,STAR
1237650797293469748,18.91744,17.79122,17.32336,17.11779,17.05456,STAR
1237651752923365433,18.36897,17.38656,17.08591,16.97711,16.95391,STAR
1237648722291261897,23.75014,22.41916,20.88963,19.59113,18.87274,STAR
1237648721754718224,18.98954,17.9579,17.60297,17.46679,17.42479,STAR
1237648721754521615,18.80408,17.61606,17.17328,16.99956,16.94129,STAR
1237648721754915264,23.93062,22.26128,20.88265,19.57511,18.86669,STAR
1237648720147775596,18.94073,17.80078,17.4077,17.24629,17.20279,STAR
1237648721221713944,18.43512,17.30352,17.19988,17.21554,17.21168,STAR
1237654668665618549,19.48368,18.39784,17.934,17.72263,17.57321,STAR
1237648720147513427,18.73194,17.73994,17.42425,17.29153,17.2543,STAR
1237648720147513422,18.27868,17.3452,17.088,16.95724,16.92773,STAR
1237654669202358298,15.70168,14.58722,14.40353,14.36599,14.43032,STAR
1237654669739426110,20.29221,19.14953,18.99714,18.97365,18.97546,STAR
1237648720684515393,18.69144,17.61558,17.20117,17.03712,16.97945,STAR
1237648720147316901,18.59831,17.32915,17.30964,17.3299,17.31147,STAR
1237654669202292738,18.00918,16.9754,16.63921,16.50193,16.49563,STAR
1237654668665356420,19.90557,17.32327,16.2546,15.863,15.65124,STAR
1237648720684449967,20.60659,19.51278,19.26434,19.17405,19.12721,STAR
1237654669739360266,17.02405,15.99468,15.60916,15.44568,15.37314,STAR
1237654669739294972,20.37675,20.20658,20.50474,20.74228,21.31798,STAR
1237648720150921307,17.30171,16.04475,16.09419,16.15114,16.17701,STAR
1237674648848826415,21.80515,18.96441,17.42259,16.63224,16.13205,STAR
1237674648848892149,19.2159,18.20716,17.82453,17.71324,17.66754,STAR
1237648721224859802,18.67919,18.29638,18.56213,18.82112,19.08725,STAR
1237674648848695380,18.34959,17.13665,17.30112,17.45741,17.51397,STAR
1237648720687792145,18.80905,18.37338,18.64598,18.83105,19.01808,STAR
1237674649922699746,25.17151,22.54563,20.89816,19.87771,19.30861,STAR
1237674649385697523,19.2428,18.15261,17.73896,17.57965,17.4893,STAR
1237674649385500695,23.37236,20.45634,19.03411,18.42357,18.44763,STAR
1237648720150659220,20.2135,19.09905,18.96124,18.94537,18.99385,STAR
1237648720150528151,17.96716,16.8582,16.49776,16.34852,16.30215,STAR
1237674650461995120,20.19233,18.89934,18.37691,18.13039,18.00245,STAR
1237674650461995146,21.59327,20.04613,19.32025,19.00969,18.8746,STAR
1237674650461995140,20.68072,19.03672,18.44939,18.21711,18.11023,STAR
1237648721227022449,19.34245,18.44862,18.68546,18.87642,19.02608,STAR
1237648721226956838,18.73286,17.51029,17.10567,17.12384,16.89732,STAR
1237674648850858157,20.28601,19.35361,19.04722,18.94363,18.95143,STAR
1237648720152887305,18.36361,17.06105,16.55137,16.37948,16.29799,STAR
1237671139870179517,19.9396,18.91541,18.80982,18.79282,18.78721,STAR
1237671127514873983,19.82096,18.84855,18.72609,18.60042,18.76972,STAR
1237674649390612542,16.87853,15.79728,15.7045,15.7041,15.77911,STAR
1237671139870376052,16.55712,15.46448,15.12134,14.95046,14.96421,STAR
1237671128052596744,17.26816,16.25302,15.9382,15.82679,15.78908,STAR
1237671128052400142,19.05655,18.03675,17.67915,17.57789,17.54446,STAR
1237671140407902222,18.53706,17.67741,17.42338,17.2954,17.28419,STAR
1237671126978658352,17.94062,16.91187,16.85751,16.82972,16.91412,STAR
1237648702966792209,17.47356,16.51067,16.19124,16.04983,16.00548,STAR
1237648704040468576,17.80315,16.61922,16.17091,16.02812,15.9451,STAR
1237648720695591211,23.92619,22.88572,21.16475,18.4511,16.86807,STAR
1237648720695526115,25.98316,21.68548,20.9945,18.90176,18.17348,STAR
1237648704040468547,17.50237,16.50231,16.08183,15.91243,15.81577,STAR
1237648703503401077,19.74058,18.77369,18.54852,18.46758,18.53138,STAR
1237648720695329097,23.47084,20.65292,19.00094,16.6872,15.39229,STAR
1237651801233752349,22.52952,21.93192,21.28724,18.83464,17.55248,STAR
1237648721754194301,23.85165,20.90929,19.43042,18.91536,18.00374,STAR
1237651801770950678,18.93571,18.53748,18.70605,18.91966,19.07875,STAR
1237648722291327202,20.24182,18.6184,17.93751,17.65176,17.45111,STAR
1237651801772786240,23.91075,21.15034,20.10213,19.59399,19.30303,STAR
1237648722293162173,19.81726,18.30672,17.38045,16.86656,16.48656,STAR
1237651801235915034,21.11963,18.78199,17.55345,16.93372,16.64421,STAR
1237648722830032922,18.04258,17.2086,16.90108,16.76781,16.72614,STAR
1237651801772982372,18.89974,17.56855,16.98708,16.7599,16.67617,STAR
1237654670274461896,18.81785,17.59647,17.16047,16.9793,16.88694,STAR
1237654670813888640,18.51908,17.305,17.13683,17.08788,17.08091,STAR
1237648721759240361,19.65659,18.85763,17.65486,17.44869,17.343,STAR
1237654671351021738,19.71706,18.44161,18.15666,18.05176,17.99267,STAR
1237648721759436834,17.87611,16.75256,16.37082,16.23594,16.18406,STAR
1237648721759567898,17.84553,16.82906,16.75385,16.88843,16.94442,STAR
1237654670814347310,16.0447,14.9417,14.42419,14.80841,14.66638,STAR
1237654670814412924,19.14672,17.88664,17.63626,17.57507,17.54032,STAR
1237654670814478466,20.11495,17.50846,16.41219,16.01455,15.81732,STAR
1237654671351349403,20.87204,18.39154,17.19805,16.63841,16.30997,STAR
1237648720152166412,18.37166,17.14814,16.67478,16.48941,16.43557,STAR
1237674649923682436,17.7792,16.74297,16.34375,16.17258,16.11201,STAR
1237674649389039628,18.49077,17.20073,16.72152,16.51433,16.44696,STAR
1237674649925976237,20.77154,18.20747,17.10442,16.6898,16.47256,STAR
1237674648851972252,21.04387,18.46007,17.24048,16.7522,16.50089,STAR
1237674648851972354,24.71451,21.5652,20.10904,18.75782,18.08202,STAR
1237674648851972219,20.75373,18.24672,17.0525,16.59445,16.35971,STAR
1237674648852037704,18.53055,17.35433,17.09452,16.98017,16.94563,STAR
1237674648852169599,26.44233,24.40418,23.02154,20.40009,18.81475,STAR
1237648720154132607,18.43688,17.21733,17.4209,17.58131,17.64349,STAR
1237648720154198046,18.91158,17.96549,17.84391,17.83449,17.84555,STAR
1237648720154001456,17.72308,16.75766,16.47361,16.36852,16.32973,STAR
1237674649388843114,20.25786,18.62464,17.97481,17.75657,17.62098,STAR
1237674648851907253,24.59203,21.17101,19.78589,19.14401,18.76914,STAR
1237674649388908708,19.03017,18.00842,17.67356,17.55877,17.49021,STAR
1237674649388974165,20.32399,19.40889,19.12278,18.99996,18.98925,STAR
1237674648851906688,20.10835,18.25275,17.61068,17.38398,17.27563,STAR
1237674650464223336,19.35508,18.09933,18.15196,18.20724,18.21411,STAR
1237671141481578530,18.10533,17.13808,16.79696,16.663,16.61327,STAR
1237671141481513053,19.03259,17.99347,17.94188,17.94686,18.01112,STAR
1237671129126076574,16.55791,15.40899,15.02425,14.90324,14.86102,STAR
1237671140944576553,18.57121,18.14639,18.20012,18.32863,18.49869,STAR
1237648722304565261,18.59017,17.2952,17.23755,17.25319,17.22834,STAR
1237648722841370764,20.70257,18.15924,16.74166,15.867,15.34269,STAR
1237674651539276045,25.21842,23.09007,21.0274,18.48525,16.62459,STAR
1237674651539406986,20.12844,19.2647,18.83123,18.70814,18.66029,STAR
1237674651539472416,23.58193,22.62247,20.12766,19.44321,19.09105,STAR
1237648722304630819,16.91511,15.72958,15.2835,15.12043,15.05464,STAR
1237674651539472771,22.38599,21.9216,21.14696,20.53039,20.68766,STAR
1237648721767759952,18.62028,17.76987,17.47498,17.37899,17.34036,STAR
1237648722844123205,19.148,18.23645,18.12537,18.10617,18.14116,STAR
1237648705652195459,17.6935,16.64512,16.32172,16.17824,16.07378,STAR
1237648722307383299,18.50902,17.51863,17.24075,17.1452,17.12042,STAR
1237648722307317891,20.18956,19.11111,18.95816,18.93279,18.95321,STAR
1237648704578453520,21.97988,19.07129,17.82111,17.08925,16.61059,STAR
1237648704578322478,18.0996,17.1742,16.83233,16.70185,16.66806,STAR
1237648705115258915,23.65419,20.90693,19.60987,18.48746,17.76787,STAR
1237648722844254261,17.07508,16.05609,15.71006,15.56881,15.55236,STAR
1237648722307383461,20.30738,19.34768,19.11214,19.03894,19.11416,STAR
1237648705115324716,20.03494,20.33708,20.3715,20.18858,19.78949,STAR
1237648721770578083,19.83231,18.78956,18.6638,18.76077,18.85653,STAR
1237648704578650336,25.15369,22.94214,21.36372,18.61003,17.07161,STAR
1237648721770643529,19.25773,18.06933,17.86037,17.40562,17.23628,STAR
1237648705115586627,17.38949,16.30699,15.92531,15.76744,15.69229,STAR
1237648721770774734,23.05813,21.00011,19.70844,17.68069,16.67026,STAR
1237648721770709249,24.8833,21.23094,19.8991,19.36328,18.42362,STAR
1237648705652523052,17.89476,16.75695,16.34301,16.18736,16.1104,STAR
1237648722844516605,19.76205,17.80586,16.86562,16.39066,16.09806,STAR
1237648705652523025,18.17384,16.96682,16.79953,16.74081,16.71935,STAR
1237648705652457601,19.5725,18.4306,18.45971,18.52749,18.60521,STAR
1237648705652523382,26.01099,23.76642,23.30597,20.14642,18.14717,STAR
1237648721217192123,18.839,17.64321,17.20511,17.02151,16.93655,STAR
1237651800696815710,16.66801,15.50804,15.0945,14.87155,14.92805,STAR
1237654668661227698,17.49508,16.2529,15.84256,15.68872,15.61308,STAR
1237651799622746339,23.28989,20.58273,19.08063,18.12562,17.58626,STAR
1237650795146969228,18.52258,17.21311,16.70136,16.52276,16.47482,STAR
1237654669198164195,22.26375,20.26228,19.54642,19.25258,19.2302,STAR
1237650795147100191,17.97881,16.86188,16.79324,16.81605,16.87779,STAR
1237648721216602187,18.29455,17.20199,16.81515,16.66636,16.57445,STAR
1237650796220907539,19.26138,18.0163,17.56752,17.41392,17.37289,STAR
1237648721216864268,18.97237,17.87571,17.46435,17.30884,17.24508,STAR
1237648722827673731,20.49205,18.77278,18.09857,17.84011,17.71559,STAR
1237650797294518292,18.59706,17.46624,16.98057,16.8082,16.71923,STAR
1237648722290737292,17.9833,17.04811,16.76991,16.65887,16.62674,STAR
1237648722290802731,18.05606,17.08389,16.75074,16.62018,16.57691,STAR
1237654670808711328,16.46055,15.19484,14.76574,14.63652,14.59147,STAR
1237651801770098842,22.27413,19.80785,18.23752,17.2207,16.67669,STAR
1237648721753669734,18.05346,16.95197,16.56443,16.43572,16.37421,STAR
1237654669737459741,23.28336,22.42465,20.79086,19.37067,18.64921,STAR
1237648720682484315,23.8525,21.63713,20.66575,20.10193,19.5743,STAR
1237654668663390361,19.97005,18.75444,18.59871,18.59942,18.66648,STAR
1237648720682352779,16.93548,15.69983,15.29125,15.15576,15.1112,STAR
1237648722829836309,18.78711,17.84548,17.48812,17.33874,17.30429,STAR
1237651752388198450,16.1107,15.04637,14.69065,14.54143,14.50767,STAR
1237654670811070745,22.26677,20.27297,18.83125,17.67707,17.08196,STAR
1237648722293096513,20.89772,19.82295,19.33189,19.43369,19.33144,STAR
1237654669740539943,18.48304,18.31129,18.43023,17.89885,17.30258,STAR
1237648721222566009,22.65783,20.45748,18.87812,18.13464,17.47847,STAR
1237648720148627466,17.70329,16.55611,16.16728,16.03067,15.9742,STAR
1237648720685563944,19.04517,17.87662,17.49664,17.37287,17.33316,STAR
1237654670277149493,25.78578,24.90726,22.44501,20.02914,18.47425,STAR
1237654669203210536,19.7299,18.56296,18.09961,17.9246,17.88528,STAR
1237648721222238918,23.62541,21.38402,20.07035,19.46944,19.12795,STAR
1237651752391213210,18.95843,17.9056,17.53971,17.3859,17.28878,STAR
1237648722832982331,23.637,20.83917,19.15947,18.08285,17.49389,STAR
1237648721758912629,17.87268,16.59117,16.65161,16.7172,16.75249,STAR
1237648722832982262,19.52762,18.34265,18.41109,18.50452,18.4938,STAR
1237648720689365610,23.88311,21.90872,19.93532,19.13917,18.70678,STAR
1237648721226170389,18.28935,17.00251,16.81116,16.78335,16.81202,STAR
1237674648850137152,18.46721,17.32436,17.17588,17.16808,17.17087,STAR
1237648720152232146,19.79673,17.83767,16.80932,16.34618,15.86454,STAR
1237674649924010129,19.51202,18.28237,18.27456,18.31461,18.25486,STAR
1237671142554206271,13.93572,18.17125,14.6687,15.02984,15.54116,STAR
1237648720691463117,26.56849,25.30396,22.90922,21.65344,20.79076,STAR
1237648721228398629,17.43203,16.13472,16.31633,16.47129,16.55764,STAR
1237674648852234453,23.71355,21.23055,19.81027,18.51825,17.82866,STAR
1237674648852234269,17.76389,16.64303,16.26626,16.13085,16.10483,STAR
1237674648852299815,18.64998,17.43817,17.42126,17.42764,17.44945,STAR
1237648720691200076,17.24667,16.28888,16.17485,16.15465,16.18725,STAR
1237648720691200083,18.56201,17.35259,17.2698,17.25536,17.26768,STAR
1237648721228070966,18.04801,16.85017,16.4401,16.30494,16.27435,STAR
1237648721766056088,19.62119,19.63478,19.8827,20.07201,21.04518,STAR
1237648722302795813,17.59092,16.3129,16.34711,16.39235,16.43915,STAR
1237648721766253407,23.90843,21.66791,20.57256,20.16811,20.00992,STAR
1237648721766252793,19.68065,19.78216,20.08455,20.28742,20.38654,STAR
1237674650464157709,17.47522,16.42735,16.2762,16.24858,16.28676,STAR
1237671140407377944,17.37709,16.40308,15.99812,16.07997,16.02666,STAR
1237674651539210353,21.55499,19.00715,18.00693,17.66423,17.49344,STAR
1237648705112309913,21.34902,18.70164,17.58163,17.08488,16.82994,STAR
1237648705112309923,19.35678,17.93596,17.28624,17.0289,16.9037,STAR
1237674651002405119,22.61604,20.29013,18.83619,18.00839,17.57794,STAR
1237648720159768731,19.88112,18.91592,18.80968,18.80418,18.8855,STAR
1237648703504646265,19.10533,18.21882,18.01715,17.93648,17.88942,STAR
1237648721233051903,23.58219,22.32537,20.67153,19.03514,18.17397,STAR
1237648722306990280,19.5956,19.92153,20.34448,20.66213,20.59599,STAR
1237648722307121257,18.49856,17.55662,17.24665,17.13561,17.13206,STAR
1237654669735690484,19.23783,17.93051,17.4585,17.3201,17.25217,STAR
1237654669735690489,20.02775,19.15964,18.85127,18.73131,18.62257,STAR
1237654669735690438,19.33209,17.72443,17.11713,16.88623,16.82107,STAR
1237651799623270428,18.15839,17.73644,17.6399,17.63571,17.71772,STAR
1237654669735428421,24.60518,21.29779,19.72989,18.523,17.84836,STAR
1237651800160010291,18.74318,17.77797,17.44545,17.32809,17.3208,STAR
1237651800699437193,19.22426,18.12488,18.03693,18.07181,18.15064,STAR
1237654668663849097,17.41231,16.3163,15.92389,15.75217,15.69542,STAR
1237648720682876963,18.61327,17.57661,17.19296,17.0393,16.99644,STAR
1237651799625302189,16.44734,16.29016,16.41673,16.41063,16.46578,STAR
1237654668663718103,22.35621,20.09045,18.9492,18.53509,18.19508,STAR
1237651799625368137,24.58402,21.56213,20.23029,19.65711,19.46985,STAR
1237648720682811680,23.30466,21.55057,19.77635,18.74458,17.96469,STAR
1237648720682680354,16.795,16.48688,16.6171,16.96024,17.15216,STAR
1237651800162304187,21.01499,18.97723,18.07446,17.77197,17.6022,STAR
1237651799625302278,20.31563,19.16482,18.77189,18.62169,18.60518,STAR
1237648721223090261,19.00732,17.98882,17.67299,17.57664,17.52202,STAR
1237674650457800895,19.15348,18.00579,17.49173,17.26126,17.19476,STAR
1237654669203800171,18.88063,17.79747,17.34898,17.15634,17.11043,STAR
1237654669203734615,18.03915,16.97474,16.58474,16.44634,16.39631,STAR
1237648720148889610,23.99127,22.05687,20.6851,19.06056,18.16715,STAR
1237648720689430582,17.07886,16.14677,15.77444,15.61557,15.5875,STAR
1237648720689430553,18.93829,17.79384,17.36567,17.19469,17.12869,STAR
1237674649387073544,21.08582,18.72955,17.309,16.38904,15.80385,STAR
1237674649926566013,18.6397,17.75396,17.43092,17.31743,17.30531,STAR
1237671142554075263,19.40371,18.44971,18.26587,18.25559,18.24529,STAR
1237671142554009825,19.9398,18.82285,18.75998,18.77128,18.80406,STAR
1237671142554075280,19.04274,17.66852,17.08425,16.84411,16.7345,STAR
1237671142554140820,22.19463,19.5555,18.25059,17.72033,17.43283,STAR
1237674649926369433,22.99245,20.81986,19.44851,18.33033,17.82499,STAR
1237674649926434840,18.61006,17.57731,17.47987,17.49835,17.53536,STAR
1237671142554272869,26.02761,24.40718,22.58398,20.06495,18.59548,STAR
1237674648852430880,15.9895,14.8441,14.9067,15.00553,15.1082,STAR
1237648672891011146,19.57255,18.59834,18.47911,18.45792,18.60459,STAR
1237674649389432864,18.19261,16.92154,16.45293,16.25213,16.18481,STAR
1237671142018056598,22.63416,20.10245,18.75666,18.19916,17.88175,STAR
1237671142018121868,20.90517,19.36432,18.77549,18.55589,18.46493,STAR
1237671142018056530,22.86989,19.94392,18.55179,17.90509,17.56417,STAR
1237648721765793820,11.96091,12.37476,12.29743,13.59399,12.56588,STAR
1237671141481054238,18.43398,17.44945,17.16269,17.0383,17.00301,STAR
1237671141480923208,18.90224,17.92556,17.65737,17.62124,17.64509,STAR
1237674650463961130,17.76331,16.71294,16.34995,16.23216,16.18671,STAR
1237674650465271816,17.35092,16.46276,16.18945,16.09558,16.09646,STAR
1237648720160161806,18.79792,17.76069,17.64552,17.64347,17.68989,STAR
1237648720697098427,20.20282,19.21138,19.0476,18.97088,19.02654,STAR
1237648704041975853,18.94678,18.81339,19.1421,19.44226,19.72032,STAR
1237648704041975873,17.7784,17.3534,17.5752,17.83893,18.05728,STAR
1237648704041976314,25.52703,21.75872,19.9386,19.31165,18.82794,STAR
1237648721233970120,24.76377,24.74185,22.64034,19.90984,18.11903,STAR
1237648721233903654,18.36544,17.27032,16.86551,16.70783,16.64029,STAR
1237648721233772573,18.91376,17.80602,17.42697,17.28065,17.25418,STAR
1237648704041779525,23.10987,20.59514,19.04658,17.00174,15.8152,STAR
1237648721233707130,19.71149,18.74511,18.53094,18.4363,18.44595,STAR
1237648720696770599,18.79659,17.6946,17.26513,17.12031,17.09679,STAR
1237648702967906372,18.06988,18.07028,18.24701,18.47283,18.62598,STAR
1237648704041517178,18.65974,17.42577,16.93422,16.75204,16.68857,STAR
1237648720159768895,20.71101,20.24366,20.461,20.70767,20.82457,STAR
1237648720678813718,16.94769,15.68956,15.6881,15.73242,15.80791,STAR
1237650795682922628,17.65463,16.52501,16.14332,15.99839,15.95519,STAR
1237650795145920645,18.57198,17.38811,17.0029,16.87614,16.82918,STAR
1237650795145855903,23.95333,23.07836,22.31077,20.43094,18.81302,STAR
1237650796219597133,21.31982,20.99973,20.6406,20.03918,19.46985,STAR
1237648721753800838,18.20682,17.03266,16.59724,16.39196,16.30338,STAR
1237651752386035760,18.71851,17.75764,17.41603,17.27969,17.27299,STAR
1237648722827542622,18.8099,17.94278,17.70672,17.59936,17.58234,STAR
1237651800160469042,18.02082,16.95089,16.70526,16.62711,16.64225,STAR
1237648720680845348,18.23391,17.04955,16.55303,16.38659,16.3125,STAR
1237654669198622795,25.14134,21.75103,20.20788,19.11071,18.49293,STAR
1237651800160206926,19.06706,17.78489,17.24868,17.02733,16.9588,STAR
1237654669198688808,23.27281,21.02498,19.97949,19.67644,19.51854,STAR
1237648720680714347,18.86989,17.63711,17.13568,16.9218,16.81947,STAR
1237648721217847549,22.89345,20.52293,18.87193,16.53208,15.28072,STAR
1237651799623532547,16.31545,14.94053,14.4471,14.27351,14.2286,STAR
1237648720680648799,18.35922,17.17594,16.71875,16.54131,16.47968,STAR
1237648721217454458,23.93341,21.30485,19.79757,18.94859,18.46454,STAR
1237648720680976395,17.9622,16.75843,16.2384,16.01933,15.92306,STAR
1237654669735362869,21.80441,19.31694,17.91533,16.96322,16.4431,STAR
1237651752387936565,21.21661,20.08164,19.70683,19.57232,19.4841,STAR
1237648722829443211,19.20716,18.04355,17.51539,17.29384,17.18084,STAR
1237651801235718170,18.54814,17.38242,17.10369,17.02532,17.02097,STAR
1237651752388067339,19.87263,18.47583,17.96686,17.76502,17.8837,STAR
1237651752388132923,18.02394,16.94776,16.49885,16.3174,16.25291,STAR
1237654671347679384,20.87202,19.55585,18.98071,18.7475,18.63784,STAR
1237654670811005004,18.21126,17.29839,16.94389,16.82313,16.78694,STAR
1237651799625695343,18.35343,17.08666,16.61223,16.43536,16.39014,STAR
1237648720146071630,18.35593,17.09747,16.64147,16.46803,16.40856,STAR
1237654669737984215,22.22512,19.25106,17.81779,16.94222,16.52821,STAR
1237648721220009986,19.13087,17.76954,17.2544,17.02957,16.9635,STAR
1237654669200785552,20.3904,18.04935,16.99902,16.60476,16.32967,STAR
1237648720682942495,18.91792,17.81902,17.76109,17.75961,17.79639,STAR
1237648721219879128,20.68734,18.32072,17.31654,16.92328,16.70835,STAR
1237648721757274313,19.65743,18.18861,16.95552,16.68489,16.51345,STAR
1237648721757274196,18.84282,17.57157,17.02377,16.81907,16.70304,STAR
1237654670812184582,18.24265,17.74759,17.63479,17.61646,17.65725,STAR
1237648722294145060,18.47952,17.4885,17.15911,17.02257,16.97942,STAR
1237654670812184637,18.13915,17.00677,16.60824,16.4629,16.41653,STAR
1237651801773834436,21.10942,19.36225,18.63176,18.34206,18.21555,STAR
1237648721757339662,19.06437,17.80689,17.21645,16.98142,16.81627,STAR
1237651752389443929,19.85537,19.9742,20.25889,20.58451,20.83413,STAR
1237648722294210643,19.06254,18.07661,17.65415,17.47791,17.40232,STAR
1237648721757470741,18.46581,17.35166,17.21083,17.22671,17.29245,STAR
1237651752389509188,17.03639,15.86272,15.44779,15.306,15.23367,STAR
1237648721757733169,23.22164,20.78226,18.88017,17.84412,17.25915,STAR
1237648721757667661,22.98936,20.56856,19.03903,16.99877,15.84063,STAR
1237654668665683983,18.53615,17.31698,17.03643,16.94301,16.89805,STAR
1237654669202620546,19.28829,17.9761,17.97654,17.9882,18.07684,STAR
1237648722832785420,24.63437,19.59135,18.26675,17.67115,17.34366,STAR
1237648722296111352,19.9629,18.31689,17.90659,17.43141,17.28793,STAR
1237654668667191412,20.9394,19.58913,19.1263,18.98581,18.93493,STAR
1237654668667191426,20.38187,19.26621,18.88764,18.75785,18.78527,STAR
1237648721223090217,18.47567,17.46438,17.09931,16.9689,16.87556,STAR
1237648721760288936,20.70211,19.61255,19.54512,19.01301,18.90096,STAR
1237674650458325190,22.04001,20.08512,19.41037,19.17261,19.03276,STAR
1237648722297225308,19.02969,18.01302,17.69163,17.54955,17.52267,STAR
1237674651532328978,23.69094,21.68455,20.18146,18.95142,18.32436,STAR
1237674651532263549,20.84311,19.29285,18.67712,18.43783,18.22308,STAR
1237648722834292791,18.89876,17.84892,17.37623,17.18133,17.09175,STAR
1237674650995589148,16.60491,15.39469,14.98731,14.84079,14.76996,STAR
1237648721760813905,25.74789,23.95312,22.29565,20.17587,19.3847,STAR
1237648721760747592,19.08469,18.66875,18.78169,18.881,19.1004,STAR
1237648721760813278,19.65456,19.21,18.58412,18.47016,18.47469,STAR
1237648722297618533,18.84349,17.86912,17.51667,17.35448,17.31114,STAR
1237648722297683975,17.79694,16.69482,16.31643,16.19426,16.14734,STAR
1237648721760944140,18.1342,17.01587,16.60317,16.43698,16.40297,STAR
1237674650997162066,20.70552,19.23802,18.70238,18.41905,18.34278,STAR
1237648722299322444,21.75871,19.58689,17.67612,17.83612,17.37003,STAR
1237674650997227631,18.6915,18.26104,18.31641,18.39057,18.5555,STAR
1237674651534098581,20.03339,18.92066,18.73628,18.69869,18.68594,STAR
1237648722836062229,17.07384,16.00418,15.62199,15.49918,15.45856,STAR
1237674650997358677,20.06986,19.06,18.78931,18.72144,18.7215,STAR
1237648721762451666,18.80836,17.78752,17.46603,17.09874,17.28994,STAR
1237648721762451872,22.53816,20.51556,19.05251,18.0713,17.52987,STAR
1237648721762451875,24.24738,21.00898,19.55068,18.67603,18.22027,STAR
1237674649387335778,21.16707,19.12651,18.16441,17.7687,17.54568,STAR
1237648721215816394,23.37505,21.05573,20.06845,19.68802,18.99398,STAR
1237650795682988170,19.10081,17.83195,17.27917,17.0898,16.98027,STAR
1237650795682988135,18.4085,17.16402,16.95854,16.87708,16.88028,STAR
1237651752922447882,17.86744,17.83661,18.22575,18.49767,18.74954,STAR
1237648722827214963,15.47201,15.57497,15.90389,16.16473,16.41831,STAR
1237651801769967698,18.79104,17.69725,17.5851,17.58982,17.65203,STAR
1237651801769967640,18.24132,16.70968,16.09472,15.86202,15.76519,STAR
1237648721753669788,19.797,18.65518,18.57625,18.59319,18.59579,STAR
1237648722290540752,21.85774,19.19735,17.9402,17.4306,17.23153,STAR
1237651801770230027,22.19682,19.53899,18.02059,17.1968,16.72172,STAR
1237648721753735225,18.5513,17.5738,17.32834,17.29379,17.24489,STAR
1237654668662079698,20.52748,18.49891,17.49114,17.08126,16.87911,STAR
1237651799623729211,17.99235,16.57611,16.00917,15.7881,15.70042,STAR
1237654668662079740,19.81324,17.40578,16.42891,16.10591,15.92636,STAR
1237651799623729253,19.16475,17.48471,16.82171,16.5801,16.45715,STAR
1237654668662079710,21.45989,18.5977,17.35044,16.89606,16.64216,STAR
1237654668662079597,19.53596,17.50698,16.72426,16.41256,16.21046,STAR
1237651799623729305,19.46233,18.17265,17.62474,17.41403,17.32764,STAR
1237651799623729309,20.35786,17.97389,17.05049,16.73553,16.58498,STAR
1237651799623729215,19.2282,17.70328,17.15031,16.95256,16.89158,STAR
1237648721217912990,19.04538,17.94033,17.55053,17.40257,17.35946,STAR
1237648722829377610,19.03805,17.84976,17.41841,17.26789,17.18525,STAR
1237651752387674306,23.42054,19.97725,18.28948,17.27371,16.68748,STAR
1237651801235193888,18.10327,17.59052,17.74613,17.88303,18.13391,STAR
1237648721218961430,17.35868,16.26491,15.91327,15.79312,15.79815,STAR
1237648721219092504,17.88942,16.55713,16.10999,15.9643,15.89903,STAR
1237651752387870895,20.35806,18.5852,17.86415,17.62502,17.47153,STAR
1237648722293620969,22.62826,20.12755,18.60081,17.82628,17.36308,STAR
1237648722830754122,21.6129,20.8898,20.63954,20.05179,19.45436,STAR
1237648722293948593,19.60349,18.00184,17.42548,17.25718,17.18861,STAR
1237648721757077512,17.59656,16.45986,16.03699,15.87612,15.83298,STAR
1237648722294013956,18.27549,17.13985,16.75728,16.6209,16.55912,STAR
1237654670813691951,18.71103,17.44985,16.93218,16.76979,16.69858,STAR
1237648722295652498,21.33413,20.28511,19.67199,19.74742,19.77312,STAR
1237648721758912682,20.35922,17.78884,16.43218,15.68446,15.23964,STAR
1237654670813757499,22.35961,19.64826,17.97884,17.32891,16.81875,STAR
1237654670276952080,18.05001,17.02011,16.59389,16.41863,16.3533,STAR
1237648721758978154,20.51432,18.52451,17.5853,17.19276,16.94168,STAR
1237648722295849013,18.68836,17.64929,17.48852,17.47167,17.47244,STAR
1237648722832719886,17.48124,16.37501,15.99969,15.86279,15.80955,STAR
1237674651531608309,22.20328,19.97895,18.97062,18.60856,18.39385,STAR
1237674651531739176,18.94074,17.81758,17.45993,17.33272,17.26237,STAR
1237674651531870451,23.26265,20.37652,18.91472,18.24952,17.83169,STAR
1237674651531870387,21.12969,18.57925,16.99156,15.75878,15.09814,STAR
1237674651531870381,20.16876,17.70759,16.67964,16.32717,16.12477,STAR
1237674651531870326,18.5114,17.40524,17.03304,16.88972,16.83327,STAR
1237648722833834031,17.49692,16.21601,16.35737,16.48298,16.56253,STAR
1237674651531870289,23.45021,19.57514,18.21163,17.6463,17.30601,STAR
1237674651531870328,17.88416,16.37233,15.80435,15.60628,15.51696,STAR
1237648722833899646,27.01094,14.58302,14.73641,14.66109,14.31096,STAR
