objid,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,class
1237653470907138250,24.27387,22.17923,20.43076,18.51749,17.44259,STAR
1237652900230201350,17.81652,17.73241,18.07069,18.37866,18.74096,STAR
1237652900230004906,24.16369,22.12064,20.50719,18.55858,17.51772,STAR
1237652900230004923,20.29861,20.1731,20.30514,20.45095,20.57166,STAR
1237653471443878069,22.14874,19.47162,18.20079,17.67743,17.33761,STAR
1237653470907007067,19.08015,17.87844,17.4342,17.27048,17.27574,STAR
1237653470907007378,26.36501,22.77461,21.51301,19.26803,18.09336,STAR
1237653471443943749,23.91787,21.33888,20.66832,20.30295,20.39253,STAR
1237653471443812394,17.98227,17.06263,16.65349,16.51848,16.48524,STAR
1237653470907007116,22.85227,20.62545,19.373,18.82124,18.53721,STAR
1237649928090026133,19.51444,18.31828,17.85809,17.70012,17.62278,STAR
1237653470370136264,20.80767,18.40944,17.15972,16.57095,16.21224,STAR
1237653470907007157,20.43056,20.25394,20.52033,20.61193,21.05972,STAR
1237652900229808209,18.78741,17.80051,17.46375,17.33122,17.27006,STAR
1237652900229808321,20.39726,19.88144,20.09296,20.35041,21.28136,STAR
1237652899692937396,26.37846,21.91243,20.32074,18.37106,17.28049,STAR
1237652899692937252,16.53658,15.30284,15.04668,14.94891,14.93817,STAR
1237652899697459555,20.67751,20.05629,20.20979,20.50201,20.34816,STAR
1237652899697459224,20.85041,18.8292,17.82001,17.18954,16.83689,STAR
1237652899697459943,25.06891,24.13616,22.37759,19.42159,17.86785,STAR
1237652900234395761,20.46017,17.81283,16.56826,16.08655,16.08775,STAR
1237652899697328166,17.2024,16.09508,15.83254,15.73465,15.75694,STAR
1237649961919709309,19.27989,18.74022,18.77462,18.83213,18.9269,STAR
1237652900234264909,25.13428,22.69505,21.11198,20.29105,19.63886,STAR
1237652900234330120,17.07723,17.33904,17.80093,18.15532,18.52411,STAR
1237649962456318240,24.69384,22.99556,20.88565,18.77425,17.56353,STAR
1237652900233871769,26.26332,22.69638,21.07902,18.8451,17.58496,STAR
1237649962456252717,19.03005,18.08376,17.72162,17.60047,17.48279,STAR
1237652899701522838,23.42293,22.4103,20.97662,19.07361,18.0085,STAR
1237649961923903795,24.958,24.35059,21.80774,19.11265,17.22329,STAR
1237652899701587982,18.89636,18.5121,18.71247,18.8737,19.19159,STAR
1237649961923838156,20.03772,19.61328,19.86664,20.03831,20.2428,STAR
1237649961923838440,23.87683,22.46706,20.90978,19.01534,17.91101,STAR
1237649961923772661,20.39218,20.05256,20.11933,20.28345,20.33633,STAR
1237652899701391635,22.21114,19.57479,17.95519,15.74448,14.5448,STAR
1237649961923772454,20.59443,19.62368,18.33956,17.83269,16.94355,STAR
1237652900238065898,20.63988,20.22418,20.1044,20.14878,20.41276,STAR
1237652899701260353,19.05805,17.77643,17.38448,17.22421,17.17077,STAR
1237652899701325977,19.36723,18.23366,18.07459,18.06306,18.0482,STAR
1237649961923248364,24.80583,22.44507,20.5946,18.65977,17.56023,STAR
1237650795679318550,25.09181,22.42475,21.0127,19.03354,18.00667,STAR
1237650796216189158,19.66531,18.53546,18.51181,18.52083,18.60541,STAR
1237650796216189055,18.4303,17.2873,17.16011,17.1837,17.21799,STAR
1237648720674881892,26.27789,22.64249,20.89992,18.92629,17.71834,STAR
1237648720674881726,20.85218,19.5324,19.74957,19.92319,19.99861,STAR
1237674459876687953,18.24272,17.26577,16.90223,16.75835,16.70404,STAR
1237648721212014639,18.74464,17.64837,17.78654,17.93423,18.03114,STAR
1237674459876687958,16.25556,15.11412,15.07375,15.09154,15.12329,STAR
1237674459876754472,23.70807,23.0599,21.19349,19.38396,18.41566,STAR
1237674459876753774,20.41519,19.24714,18.90334,18.81942,18.78022,STAR
1237650795678924919,18.18624,17.72434,17.93172,18.12281,18.34505,STAR
1237650795678990359,17.45839,16.50218,16.20296,16.07654,16.03925,STAR
1237674459876557022,19.40872,18.3698,18.57373,18.76011,18.81932,STAR
1237674459876622670,22.49736,19.9073,18.51021,17.83306,17.4798,STAR
1237650795141857538,20.70337,19.12159,18.49241,18.27198,19.00424,STAR
1237650795141791887,18.45005,17.9635,18.0019,17.03929,16.6674,STAR
1237674459876229275,20.61151,18.18658,17.274,16.92911,16.71515,STAR
1237650795141857775,25.54193,22.01631,20.54714,18.61663,17.52302,STAR
1237674459876294756,17.9756,16.99839,16.69843,16.58651,16.55846,STAR
1237650795141857762,25.69102,22.16043,20.68034,18.60368,17.40448,STAR
1237674459876295033,20.03091,19.17313,19.04289,19.0041,19.03378,STAR
1237648721211687436,20.31125,20.22387,20.60176,20.86197,21.37298,STAR
1237650796215599878,24.40331,22.72391,21.38184,19.44146,18.31674,STAR
1237674460415132010,23.05481,20.29263,18.87354,17.47701,16.74072,STAR
1237673708795789596,23.64518,23.17628,21.52869,18.78429,17.13054,STAR
1237674460415197446,19.50286,18.37383,18.38306,18.43332,18.52693,STAR
1237673708795920949,23.49993,22.61996,21.05175,19.50072,18.63906,STAR
1237674459878261376,22.77081,21.30815,20.53106,20.24059,20.01582,STAR
1237673708795985978,18.47924,17.30011,16.92798,16.7966,16.80001,STAR
1237673708795986131,20.30232,19.10101,18.86494,18.735,18.81541,STAR
1237673708795920653,24.29765,20.41228,18.87259,17.64935,16.99703,STAR
1237673708795920538,20.21183,19.87656,19.89053,19.91887,19.9452,STAR
1237674459878261239,20.21304,20.24858,20.59793,20.8305,21.0285,STAR
1237674460415394052,20.63512,19.53434,19.46477,19.47706,19.55956,STAR
1237674460415459710,25.03259,22.75526,20.90267,18.95733,17.88934,STAR
1237673708259246289,19.6261,18.45027,18.06671,17.90796,17.87658,STAR
1237674459878588674,19.43329,19.62979,20.04856,20.41293,20.81861,STAR
1237673708259115583,22.8203,20.76424,20.09094,19.77542,19.4739,STAR
1237674459878523276,20.05873,20.06766,20.42642,20.8204,20.9642,STAR
1237673708259115137,18.70647,17.70336,17.32206,17.14589,17.09248,STAR
1237654604243599934,24.2391,22.71033,21.20721,19.35499,18.3225,STAR
1237674459878523192,23.50672,22.31583,21.05161,19.22342,18.16587,STAR
1237674459878654002,17.10466,16.10975,15.76972,15.65713,15.59554,STAR
1237673708259312100,20.89869,19.6853,19.72112,19.76699,19.84389,STAR
1237653665254932915,24.94405,22.86768,21.04051,19.13625,18.03567,STAR
1237654604243599750,23.71319,22.36195,20.76763,18.63039,17.40677,STAR
1237673708259442728,19.00211,17.77749,17.32071,17.14618,17.05694,STAR
1237650796219465738,18.05528,18.12456,18.44755,18.69351,19.03865,STAR
1237650796219465826,20.28297,19.88376,20.19654,20.44366,20.54085,STAR
1237650796219400273,18.45644,17.14821,16.6643,16.47932,16.41134,STAR
1237648722288967876,19.59534,18.33888,17.83259,17.64017,17.54989,STAR
1237650797293011155,20.13638,19.09146,18.96294,18.99155,18.9683,STAR
1237650797293076621,22.57426,20.14306,18.60472,17.71222,17.23035,STAR
1237650796756205580,18.69381,17.63471,16.54954,16.92949,16.69236,STAR
1237650796756205765,23.07685,22.21799,20.68374,19.33529,18.64728,STAR
1237648722288967758,16.4521,15.30543,15.14818,15.13035,15.16097,STAR
1237648722288967793,19.1256,17.95891,17.77781,17.73873,17.72672,STAR
1237648722288902438,23.36912,22.46972,20.93176,19.01456,17.88438,STAR
1237650797293011067,18.16923,17.12105,16.85899,16.76851,16.74843,STAR
1237650796756140134,18.15777,17.0168,16.5794,16.41485,16.32864,STAR
1237648721752293849,24.91549,22.06214,20.73077,19.84202,20.03344,STAR
1237648721215422720,19.65721,19.63871,19.98224,20.25801,20.67517,STAR
1237648722289164370,19.21702,18.01118,17.89094,17.8761,17.91762,STAR
1237650797293273100,18.56746,18.0921,18.19514,18.33561,18.56774,STAR
1237650796756402308,19.68653,19.27812,19.41426,19.60527,19.79209,STAR
1237648722289033406,22.63572,20.51683,19.4915,19.74906,19.76336,STAR
1237653614794506274,16.99127,16.104,15.79008,15.67668,15.60824,STAR
1237653614794899526,19.26222,16.89092,15.93418,15.5553,15.38118,STAR
1237651190285795334,19.17975,18.02082,17.64545,17.50145,17.42331,STAR
1237651190285598895,22.97454,20.60724,19.35584,18.9201,18.76093,STAR
1237651190285205643,19.87596,18.50478,17.94492,17.74553,18.26785,STAR
1237653614794178816,19.82275,18.53461,18.06104,17.89355,17.8098,STAR
1237651250413437332,23.39162,22.39695,20.52587,19.34183,18.51877,STAR
1237651250413240415,18.24027,16.99563,16.93941,16.96268,16.99821,STAR
1237651190822338653,17.69622,16.59568,16.22376,16.11131,16.07136,STAR
1237651249880367339,24.1446,21.33803,19.84537,17.99232,16.99445,STAR
1237651249880301782,20.40774,19.86063,19.95132,20.11364,20.16673,STAR
1237653614798372883,16.89863,15.87131,15.56896,15.47106,15.46757,STAR
1237651249880301769,20.97863,19.81043,19.75411,19.73724,20.12914,STAR
1237651189752660095,23.25288,20.77335,19.09597,17.85027,17.2055,STAR
1237651249880760432,20.4388,18.10698,17.09409,16.69194,16.4488,STAR
1237651190289137774,22.04606,19.61974,18.03505,16.22287,15.19597,STAR
1237651190289203367,19.70099,18.45572,18.49565,18.59461,18.68619,STAR
1237651190289465542,19.46284,19.45096,19.8527,20.15219,20.26332,STAR
1237651190289400066,24.45625,20.80454,19.17221,17.65454,16.82754,STAR
1237651249880105767,24.07615,25.3311,23.5613,20.507,18.9585,STAR
1237651190289007464,23.29415,23.03922,21.09697,19.28228,18.18871,STAR
1237651190289072133,18.85083,17.57903,17.16883,17.04416,17.71712,STAR
1237651190289269020,24.58549,20.98275,19.67992,19.11629,19.35085,STAR
1237652901303353441,20.13771,17.72868,16.62121,16.19926,15.94771,STAR
1237652900766417112,25.88078,21.01753,19.32092,18.40635,17.76809,STAR
1237652900229677167,19.19423,18.32276,18.02483,17.92942,17.91671,STAR
1237649961379102760,17.95127,16.96732,16.67829,16.54759,16.49483,STAR
1237652900230725708,12.61668,13.42915,12.09875,12.82836,12.36025,STAR
1237649961378906137,18.65773,17.78769,17.5108,17.40081,17.35339,STAR
1237652899156656579,25.76613,23.22284,21.1897,19.1364,17.94935,STAR
1237649961378971677,17.79562,16.47336,15.98672,15.82512,15.81881,STAR
1237649961915908689,24.25708,22.98335,22.44908,20.19171,19.1408,STAR
1237649961915777110,19.37211,18.48548,18.15285,17.98275,17.93619,STAR
1237649961915777123,20.30159,19.8457,19.88737,19.94754,19.6142,STAR
1237652900230397991,18.76246,17.56619,17.29397,17.18057,17.15168,STAR
1237653470370529586,22.27635,20.55961,19.50644,19.1003,18.94058,STAR
1237653470370463913,19.62956,19.41124,19.58418,19.91875,20.2688,STAR
1237652899693133855,17.83747,16.78674,16.44305,16.30006,16.27628,STAR
1237652901307220077,20.23766,19.93557,20.08643,20.16912,20.5263,STAR
1237649962992664823,23.87951,21.4808,19.93374,17.81483,16.66107,STAR
1237652900770415126,24.00082,22.73528,21.27399,19.32296,18.24487,STAR
1237649963529601093,19.01022,17.80089,17.17115,16.917,16.74699,STAR
1237652901307416649,21.26988,19.32341,17.75239,15.76986,14.67236,STAR
1237652900770611279,19.83443,18.63414,18.12504,17.95149,17.87428,STAR
1237652900770611466,24.98487,22.85605,21.25634,19.24285,18.03333,STAR
1237652900770676841,20.18742,19.6983,19.7857,19.94912,19.96399,STAR
1237649962992795731,17.92237,18.29846,18.70149,19.06969,19.3842,STAR
1237649961383034991,19.83692,18.73481,18.72938,18.79891,18.87026,STAR
1237652899697656006,23.72754,22.3711,20.52017,18.39134,17.18183,STAR
1237652899697525453,24.99896,22.15311,20.22226,19.32244,18.77903,STAR
1237649961919840504,19.71862,17.90695,17.18323,16.93621,16.76548,STAR
1237649961919840502,19.63834,19.26042,19.48093,19.68398,19.84123,STAR
1237649963533534061,23.27452,23.89263,23.15677,20.49019,18.84509,STAR
1237649961924034694,19.6963,17.07317,15.59639,15.03673,14.89924,STAR
1237652899164848198,17.06421,15.95645,16.05198,16.21016,16.36624,STAR
1237652900238525178,24.41558,24.19714,22.16727,20.04525,18.21009,STAR
1237652899701654414,23.74251,24.90461,22.69189,20.52348,18.95658,STAR
1237652900238525225,22.99862,22.93844,21.49387,19.13145,17.45554,STAR
1237649961387032845,20.51623,20.13902,20.28678,20.40031,20.89547,STAR
1237674462560649544,20.33431,19.92733,19.95988,19.9817,20.05359,STAR
1237674462560649285,17.8958,16.82764,16.46283,16.34497,16.286,STAR
1237654604240912686,19.97218,18.13373,17.35409,17.07057,16.90189,STAR
1237653665252245819,19.79778,19.6341,19.95551,20.2862,20.87505,STAR
1237651753990750275,16.68882,15.48288,15.39322,15.4057,15.45712,STAR
1237654604241043557,17.25857,15.76384,15.17052,14.94695,14.84128,STAR
1237653665252311155,17.54115,16.59048,16.28145,16.14992,16.11539,STAR
1237653664715702851,23.21941,21.44953,20.6368,20.47,19.83119,STAR
1237653665252508021,20.51955,19.33216,19.00521,18.88544,18.84952,STAR
1237653665252507837,18.84157,17.72742,17.21392,16.99582,16.90476,STAR
1237674462560977494,23.72397,23.46221,21.51647,19.06133,17.81125,STAR
1237674462560977475,24.18125,21.48846,19.86002,17.75811,16.57227,STAR
1237674462560977362,20.47443,20.29379,20.57601,20.82206,20.81725,STAR
1237653664715768281,23.68851,22.39721,21.12451,18.72382,17.50436,STAR
1237673710404698444,19.3071,19.50222,19.90614,20.29148,20.53427,STAR
1237674462024041799,25.05831,25.55204,23.33928,20.826,19.10299,STAR
1237650795142316222,18.19198,16.91874,16.93074,16.93316,16.97365,STAR
1237654604242682100,19.51055,18.50508,18.14768,18.00939,18.02698,STAR
1237654604242682022,20.77467,19.71846,19.42457,19.34016,19.37247,STAR
1237674460951478347,18.65675,17.53694,17.52156,17.56413,17.61423,STAR
1237673709869007198,23.67652,22.47513,20.91712,18.9485,17.80107,STAR
1237654599947714688,20.01998,17.42396,16.28461,15.82249,15.56096,STAR
1237674460951609720,19.98641,19.0219,18.86164,18.86648,18.87481,STAR
1237674460951544206,25.38791,22.42016,20.83151,18.95191,17.90208,STAR
1237653665253753141,20.39935,20.08347,20.32588,20.59177,20.86219,STAR
1237654604242878539,19.55935,18.34015,18.21014,18.1891,18.23333,STAR
1237674460951806127,17.3384,16.15666,15.95003,15.87732,15.87794,STAR
1237673709332398113,18.4185,17.33233,16.98355,16.86347,16.82116,STAR
1237674460951675108,21.18044,18.70476,17.36359,16.72574,16.39119,STAR
1237673709332267431,23.78892,22.90409,21.27872,19.10152,17.9358,STAR
1237673709332332578,18.3313,17.14043,16.70121,16.54902,16.48314,STAR
1237674460951937232,19.79625,19.75692,19.92858,20.17007,20.59694,STAR
1237673709332660585,23.24824,21.95262,20.44625,18.55103,17.51873,STAR
1237673709332594720,16.91156,15.91662,15.59779,15.50524,15.45872,STAR
1237673709332529550,22.46695,20.79122,19.04304,17.96998,17.35195,STAR
1237673709332660842,23.97394,21.95286,20.88669,19.66961,19.04645,STAR
1237673709332594934,19.48908,19.61681,19.91792,20.20479,20.4307,STAR
1237674460414935360,24.87194,22.41865,20.52323,18.55434,17.48776,STAR
1237673709332529346,19.26285,18.87942,19.16302,19.45905,19.79452,STAR
1237673709332463714,18.75785,17.77774,17.63609,17.60998,17.64575,STAR
1237673708795658436,20.39217,19.98905,20.26371,20.45958,20.43628,STAR
1237674460414935347,24.43731,22.0087,20.26329,18.2468,17.18111,STAR
1237673709332725797,17.71784,16.53331,16.45009,16.48903,16.54875,STAR
1237674460415132083,20.32279,20.44761,20.86265,21.13453,21.47173,STAR
1237673708795658709,20.68057,20.38958,20.73143,20.95803,22.17805,STAR
1237648721214832878,19.38491,18.3567,18.15788,18.12276,18.10703,STAR
1237650796219072741,17.83295,16.81413,16.52533,16.40537,16.38221,STAR
1237648721752097229,25.02226,22.60125,21.18125,19.24762,18.1802,STAR
1237648721752097095,25.15138,22.5012,20.7567,18.88715,17.83144,STAR
1237650797292945447,18.9048,17.70479,17.25789,17.07911,16.9946,STAR
1237648722288902307,21.75244,19.42281,18.05828,17.5771,17.26537,STAR
1237650797292945698,21.91611,20.74727,20.17588,20.01276,19.62,STAR
1237648722288902309,20.81167,18.45675,17.34044,16.72486,16.39539,STAR
1237648721752227923,18.90511,17.69752,17.18229,16.99621,16.90708,STAR
1237648721752162536,19.7655,19.73401,20.00613,20.16008,20.41913,STAR
1237656529995236071,23.92545,23.04633,22.95536,21.90537,22.46995,STAR
1237655746706931871,17.8909,16.50734,16.00299,15.91723,15.79473,STAR
1237659897786138780,18.65547,17.4327,16.61563,16.49542,16.35627,STAR
1237659897786073199,17.45488,16.41964,16.06098,15.92929,15.88851,STAR
1237659897786138744,20.07365,17.90597,17.12268,16.8872,16.63092,STAR
1237659897786073336,19.95778,17.52906,15.85249,15.56366,15.65622,STAR
1237655746707325359,20.05115,17.51456,16.22384,15.69894,15.30327,STAR
1237659897786073431,19.91646,18.95093,19.13076,19.32906,19.38748,STAR
1237655746707259663,19.64282,18.26412,17.77364,17.59379,17.51846,STAR
1237659897249267855,19.17488,19.34588,19.81287,20.1153,20.6262,STAR
1237659897249267969,20.30255,19.97406,20.13117,20.33894,20.63017,STAR
1237659897249268008,19.89319,18.6914,18.77149,18.86437,18.93341,STAR
1237656530532237722,24.17039,19.77817,18.37683,17.81009,17.61713,STAR
1237659896712396856,20.59774,18.88103,18.10933,17.75582,17.6114,STAR
1237656529995432304,20.28795,18.34366,17.42856,17.0697,16.80144,STAR
1237659896712331605,21.3409,18.91662,17.69451,17.15959,16.84266,STAR
1237656529995366791,25.76772,24.4144,22.78844,20.08552,18.40724,STAR
1237656529995497593,19.94693,17.80724,17.05085,16.55598,16.59774,STAR
1237656530532106585,20.63907,18.05378,16.68401,15.99663,15.58324,STAR
1237648705677951303,18.54092,17.32343,16.8681,16.70206,16.63008,STAR
1237648705141015052,19.78452,19.89565,20.09413,20.3545,20.45814,STAR
1237648705141080371,19.14913,18.34252,17.13657,17.67422,17.39867,STAR
1237648705141080613,22.00334,19.94521,19.01991,18.46905,17.98153,STAR
1237648705141015242,19.52873,18.1004,17.53566,17.35405,17.25349,STAR
1237648705678213360,24.51481,23.71066,22.07811,21.05138,20.78568,STAR
1237648705678147694,18.11846,16.62902,16.01398,15.7925,15.66215,STAR
1237648675069952097,19.06604,17.85081,17.83905,17.89394,17.98171,STAR
1237648675069887039,23.22305,20.49134,19.02435,18.40547,17.9685,STAR
1237655551816762378,24.32891,20.96465,20.12643,19.88213,19.70506,STAR
1237648705678213240,17.42841,16.1251,15.95973,15.96975,16.01807,STAR
1237648705141147642,25.68307,24.72445,23.99218,21.15828,19.49548,STAR
1237648705141145915,23.47163,20.3039,19.16358,18.68799,18.44634,STAR
1237655551279760015,23.61082,22.19497,21.36676,20.02244,19.12749,STAR
1237655550742888564,18.60374,17.25856,16.71657,16.51223,16.39325,STAR
1237648704604340290,17.35826,16.2556,15.75616,15.55567,15.46336,STAR
1237655551279825285,19.52835,19.15126,19.42764,19.66575,20.02276,STAR
1237648674532886565,24.173,23.7344,22.86012,20.43854,18.9832,STAR
1237648675606823365,18.78055,17.26691,16.68871,16.4583,16.32949,STAR
1237648675069952303,18.53855,17.51425,17.0577,16.845,16.74737,STAR
1237648675070017599,18.39451,16.47142,15.70623,15.46408,15.3714,STAR
1237655551279891463,24.06975,21.51686,20.7202,20.13495,19.65756,STAR
1237648705141277383,24.63457,19.93615,18.63887,18.17257,17.7516,STAR
1237648705141343541,24.76347,21.71467,20.4558,19.91732,19.47332,STAR
1237655550743019788,23.52196,17.60175,16.09141,15.14634,14.65761,STAR
1237648704604471436,19.21583,17.86294,17.97818,18.07811,18.14703,STAR
1237648674533016099,19.71125,18.65698,18.51106,18.51474,18.52277,STAR
1237655551817089210,18.63226,17.61388,17.41738,17.3655,17.34157,STAR
1237648675607019707,18.29642,17.28916,16.95478,16.80289,16.76402,STAR
1237648705678475432,18.26244,16.95527,16.4458,16.25891,16.16496,STAR
1237648675607019698,18.541,16.58596,15.81648,15.5799,15.44287,STAR
1237655551817089341,19.12778,18.01325,17.56991,17.40745,17.29455,STAR
1237655551816958060,17.4666,16.34484,16.19973,16.18934,16.19557,STAR
1237648675070083249,18.81735,16.93849,16.17615,15.91337,15.77534,STAR
1237648675070083730,19.47644,18.14374,17.63197,17.43212,17.36191,STAR
1237655551279956173,16.99353,15.86992,15.6526,15.60905,15.60572,STAR
1237655551279956542,20.12571,19.84574,20.12706,20.27641,20.81301,STAR
1237648705141407818,21.82994,19.75333,19.01269,18.69546,18.57639,STAR
1237648704604537541,20.20253,19.07861,18.94423,18.91571,19.01218,STAR
1237651299260957163,20.58757,20.46046,20.86452,21.28432,20.91294,STAR
1237655746704769273,19.78662,18.69441,18.61743,18.68483,18.7752,STAR
1237659897783451944,20.5284,18.03138,16.71447,15.99952,15.61144,STAR
1237659897783582787,20.37647,18.60578,17.90695,17.756,17.67016,STAR
1237655746704965686,17.46175,16.07424,15.5657,15.37911,15.28555,STAR
1237655746705162542,19.71833,19.28401,19.474,19.61873,19.63716,STAR
1237655746704901020,22.81034,25.11016,22.36873,20.24221,18.34093,STAR
1237655746704965931,19.50211,17.73252,17.14114,16.97179,16.84514,STAR
1237655746704900283,17.29062,15.80442,15.30345,15.14145,15.07218,STAR
1237651212826181694,18.64446,17.503,17.22164,17.0919,17.06379,STAR
1237651212826116403,21.54114,18.84991,17.66736,17.26017,16.97988,STAR
1237651213362987242,18.54884,17.14614,16.55307,16.31173,16.18591,STAR
1237651226784628931,24.63455,25.11433,19.68135,18.90449,18.22983,STAR
1237651226784629024,22.45172,19.90641,18.48149,17.72477,17.40231,STAR
1237651226784628796,18.17988,17.14783,17.08466,17.11119,17.14034,STAR
1237659895637934187,20.25289,19.38458,19.12569,19.0166,18.91426,STAR
1237659895637934592,22.81856,22.50616,20.49758,18.94045,18.07565,STAR
1237656528920904000,25.46981,21.1853,19.75509,18.84611,18.39613,STAR
1237659895637868868,20.89162,18.53693,17.59892,17.23042,17.03003,STAR
1237656528920838377,19.79059,18.45246,17.9824,17.77044,17.69721,STAR
1237656528920969380,17.83953,16.70456,16.70997,16.76409,16.83626,STAR
1237656528920838303,22.80557,21.27268,20.48767,20.1167,19.92662,STAR
1237651212826050623,17.03796,15.96737,15.69525,15.61078,15.58482,STAR
1237651225710952509,18.83653,17.58036,17.65392,17.73222,17.79331,STAR
1237651226247692494,22.81871,22.40979,21.76216,24.3618,21.48354,STAR
1237651226247823875,20.22098,20.54857,20.52495,20.56468,20.67763,STAR
1237651226247823506,24.25195,18.10817,16.65337,16.24163,23.8485,STAR
1237651226784498648,23.73615,24.35449,22.52624,19.55671,18.03521,STAR
1237659895637738874,24.54611,24.23971,24.02474,20.89462,19.40385,STAR
1237651226784432645,23.24533,22.04154,20.44867,18.81523,17.96884,STAR
1237651226784366624,18.25914,16.56277,15.90463,15.67555,15.56007,STAR
1237651226784301106,18.58979,17.46134,17.10749,16.97079,16.92359,STAR
1237651212288983371,19.75319,18.57061,18.45276,18.4432,18.4194,STAR
1237651212289311038,21.92622,19.01831,17.68847,17.10731,16.75257,STAR
1237651225710952732,20.91706,18.37097,16.77479,15.84819,15.34965,STAR
1237651212289311061,21.74603,19.01362,17.33581,15.89264,15.08436,STAR
1237651212289179720,23.47966,22.0012,18.65255,19.85259,17.17574,STAR
1237651225710755883,24.63467,21.70165,19.92362,19.46891,19.70564,STAR
1237651225710886993,17.46954,16.42587,16.61654,16.79548,16.87758,STAR
1237651225710755991,20.54482,18.2006,16.797,15.38436,14.5949,STAR
1237651225710888071,24.84436,24.44479,22.22685,19.64477,18.03109,STAR
1237651226247626784,20.58319,18.56609,17.66838,17.30703,17.10834,STAR
1237651213362725293,21.74829,19.17765,17.67329,16.7168,16.17663,STAR
1237663544219074999,20.43641,19.21368,19.1605,19.20882,19.22834,STAR
1237663544219140446,21.64932,19.14155,17.69179,16.66889,16.09832,STAR
1237678595929474271,25.55886,25.17928,23.41108,20.83333,19.38871,STAR
1237663543682203736,17.50839,16.37185,15.94342,15.77117,15.71558,STAR
1237678595929604801,23.60248,21.60468,20.51528,20.05165,19.90241,STAR
1237678617404375234,20.09659,19.01582,18.85268,18.81108,18.8501,STAR
1237678617404375358,24.50149,21.78101,20.23391,18.72702,17.94313,STAR
1237663479793909945,21.98886,19.57129,17.96035,16.99266,16.55978,STAR
1237663543145660807,20.83319,19.61876,19.34858,19.27995,19.18598,STAR
1237663544219468155,20.24146,19.22183,19.11903,19.11899,19.1997,STAR
1237678617404441231,20.52139,20.31355,20.60499,20.88735,21.71401,STAR
1237663544219533487,19.13528,17.98716,17.99136,18.02879,18.09534,STAR
1237663544219469246,24.61712,24.47363,23.94098,20.88225,19.34326,STAR
1237678617404506156,17.65139,16.53047,16.55357,16.62093,16.68017,STAR
1237663543682596982,17.73809,16.51454,16.35244,16.29628,16.28895,STAR
1237663479257104396,17.41513,16.3456,16.19868,16.16868,16.21163,STAR
1237678617404572053,19.96658,19.0062,18.8786,18.82959,18.87517,STAR
1237663544219599080,20.3479,18.90452,18.35819,18.16584,18.11113,STAR
1237678617404571658,23.47121,25.08808,20.91591,19.69228,18.24376,STAR
1237663544219599045,18.12799,16.90721,17.117,17.27099,17.34958,STAR
1237663479794040949,24.63465,20.09919,19.02588,24.3618,22.82691,STAR
1237663479794041122,20.18985,19.02064,19.09238,19.16665,19.1852,STAR
1237663479794040954,21.96724,19.50302,24.80204,24.36181,22.82692,STAR
1237663544220910866,23.78566,24.48678,23.11709,20.65032,19.12285,STAR
1237678595930980876,20.46963,20.27647,20.57057,20.78831,21.06829,STAR
1237678595930915232,21.13805,20.27946,19.38314,18.21551,17.48076,STAR
1237657191966966015,21.15321,19.10166,18.31228,17.86908,17.73762,STAR
1237663479258743209,22.27561,19.65098,18.67373,18.3511,18.11398,STAR
1237663479795613869,22.44378,20.20274,19.15277,18.73998,18.52025,STAR
1237663479258743183,22.34079,19.57559,18.42286,18.00144,17.77294,STAR
1237663479258677515,17.37572,16.11638,15.77988,15.97322,15.95115,STAR
1237656567584915766,19.80723,18.80892,18.35179,18.05066,17.80502,STAR
1237656567047913676,18.69784,17.44739,17.07972,16.93452,16.84168,STAR
1237656567584850128,19.54201,18.31303,18.27301,18.29756,18.3317,STAR
1237656567584981144,18.23833,17.07435,16.9984,17.00845,17.07305,STAR
1237656567584981187,20.21626,19.83126,19.87722,19.88791,20.23004,STAR
1237656567584916095,25.91708,21.52629,19.93146,18.7881,18.11316,STAR
1237663478722658458,21.55892,19.15802,18.21632,17.8907,17.70776,STAR
1237663543148150992,20.04361,19.68958,19.91961,20.16149,20.35863,STAR
1237663543148150853,18.70811,17.51739,17.18648,17.05493,17.04603,STAR
1237663542611149036,21.24185,19.45013,18.79062,18.55225,18.48317,STAR
1237656567584784558,20.8717,19.74045,19.14477,18.91431,18.75429,STAR
1237663444364951592,28.91085,27.38364,16.20744,17.85455,26.53041,STAR
1237656906343710958,21.12898,18.57151,17.24081,16.70487,16.40063,STAR
1237663544222679226,23.54889,19.08103,19.28808,17.39185,17.68205,STAR
1237663543685742881,23.2483,20.37259,18.80709,17.69725,17.09141,STAR
1237663480334188780,19.37954,18.24952,18.19237,18.20399,18.26534,STAR
1237678617407914152,20.39382,19.3759,19.23639,19.2656,19.34429,STAR
1237663543686004898,20.2218,19.28113,18.88135,18.73114,18.69888,STAR
1237678595933208703,17.88101,16.63061,16.48991,16.46915,16.46478,STAR
1237663544222875942,19.52299,18.44278,18.30756,18.27352,18.22695,STAR
1237663543687315499,19.36086,16.79417,16.08534,15.38089,14.78324,STAR
1237663480335695896,23.53346,20.37004,19.14468,18.54343,18.17921,STAR
1237663543687578164,21.57625,20.88012,20.3527,19.58255,18.90175,STAR
1237663543150772791,25.01161,22.6643,21.22174,19.78177,18.98245,STAR
1237660024496062691,24.46659,20.98026,19.36321,17.91833,17.06149,STAR
